CODIGO_DA_IES,NOME_DA_IES,SIGLA,ORGANIZACAO_ACADEMICA,MUNICIPIO,UF,SITUACAO_IES
3974,UNIVERSIDADE DE RIO VERDE,FESURV,Universidade,Rio Verde,GO,Ativa
3157,INSTITUTO SUPERIOR DE EDUCAÇÃO ALMEIDA RODRIGUES,ISEAR,Faculdade,Rio Verde,GO,Ativa
18639,Faculdade Pitágoras de Bacabal,,Faculdade,Bacabal,MA,Ativa
385,UNIVERSIDADE SALVADOR,UNIFACS,Universidade,Salvador,BA,Ativa
14,UNIVERSIDADE DO VALE DO RIO DOS SINOS,UNISINOS,Universidade,São Leopoldo,RS,Ativa
1487,CENTRO UNIVERSITÁRIO UNIDOM - BOSCO,UNIDOM - BOSCO,Centro Universitário,Curitiba,PR,Ativa
22202,Faculdade Estácio de Juazeiro,EstácioJuazeiro,Faculdade,Juazeiro,BA,Ativa
1969,FACULDADE DOS IMIGRANTES - FAI,FAI,Faculdade,Caxias do Sul,RS,Extinta
2075,INSTITUTO DE ENSINO SUPERIOR DE ALAGOAS,IESA,Faculdade,Maceió,AL,Ativa
809,FACULDADE DE DIREITO E CIÊNCIAS SOCIAIS DO LESTE DE MINAS - FADILESTE,FADILESTE,Faculdade,Reduto,MG,Ativa
15859,Faculdade Católica Paulista,FACAP,Faculdade,Marília,SP,Ativa
24843,INSTITUTO DE ASSISTÊNCIA MÉDICA AO SERVIDOR PÚBLICO ESTADUAL,IAMSPE,Faculdade,São Paulo,SP,Ativa
21519,Faculdade Meridional de Porto Alegre,IMED,Faculdade,Porto Alegre,RS,Ativa
2111,CENTRO UNIVERSITÁRIO INTA,UNINTA,Centro Universitário,Sobral,CE,Ativa
2677,INSTITUTO SUPERIOR DE EDUCAÇÃO SÃO JUDAS TADEU,ISESJT,Faculdade,Floriano,PI,Extinta
750,UNIVERSIDADE DE GURUPI,UnirG,Universidade,Gurupi,TO,Ativa
5066,FACULDADE PITÁGORAS DE TECNOLOGIA DE CONTAGEM,null,Faculdade,Contagem,MG,Extinta
19501,Faculdade de Tecnologia Sebrae,FATEC SEBRAE,Faculdade,São Paulo,SP,Ativa
14210,Faculdade Presidente Antônio Carlos de Maria da Fé,FUNEES,Faculdade,Maria da Fé,MG,Extinta
2120,INSTITUTO DE FILOSOFIA E DE TEOLOGIA PAULO VI,IFITEPS,Faculdade,Nova Iguaçu,RJ,Extinta
1507,FACULDADE PROJEÇÃO DE CEILÂNDIA,FAPRO,Faculdade,Brasília,DF,Ativa
7,UNIVERSIDADE FEDERAL DE SÃO CARLOS,UFSCAR,Universidade,São Carlos,SP,Ativa
20667,UNETRI FACULDADES,UNETRI,Faculdade,Barracão,PR,Ativa
18296,Faculdade AGES de Tucano,Faculdade AGES,Faculdade,Tucano,BA,Ativa
18526,FACULDADE DE OSASCO,FCO,Faculdade,Osasco,SP,Ativa
21871,FACULDADE BAHIANA DE ENGENHARIA E CIÊNCIAS SOCIAIS APLICADAS,FBE,Faculdade,Salvador,BA,Ativa
24056,Faculdade de Saúde do Sertão de Pernambuco,FASPE,Faculdade,Floresta,PE,Ativa
13944,FACULDADE DE ADMINISTRAÇÃO E NEGÓCIOS,FAN,Faculdade,Maceió,AL,Ativa
1961,INSTITUTO TECNOLÓGICO E DAS CIÊNCIAS SOCIAIS APLICADAS E DA SAÚDE DO CENTRO EDUC. N. SRª AUXILIADORA,ITCSAS/CENSA,Faculdade,Campos dos Goytacazes,RJ,Ativa
5217,FACULDADES INTEGRADAS PAULISTA,FIP,Faculdade,São Paulo,SP,Ativa
17783,Faculdade de Mediação Ívia Corneli,FAMIC,Faculdade,Nova Lima,MG,Ativa
467,FACULDADE DE CIÊNCIAS CONTÁBEIS DE ITAPETININGA,FCCI,Faculdade,Itapetininga,SP,Extinta
2131,FACULDADE DE SÃO BERNARDO DO CAMPO,FAPAN,Faculdade,São Bernardo do Campo,SP,Ativa
26443,International Orofacial Academy RP,IOA RP,Faculdade,Ribeirão Preto,SP,Ativa
15382,FACULDADE AJES,AJES,Faculdade,Juína,MT,Ativa
1327,ESCOLA SUPERIOR DE PROPAGANDA E MARKETING DE PORTO ALEGRE,ESPM - POA,Faculdade,Porto Alegre,RS,Ativa
24223,Faculdade de Tecnologia da Amazônia,FATEC,Faculdade,Manaus,AM,Ativa
1309,Faculdade Projeção de Taguatinga Norte,FAPRO,Faculdade,Brasília,DF,Ativa
3879,Centro Universitário Maurício de Nassau de Campina Grande,UNINASSAU CPV,Centro Universitário,Campina Grande,PB,Ativa
3782,FACULDADE DE TECNOLOGIA CACHOEIRO DE ITAPEMIRIM,FACI,Faculdade,Cachoeiro de Itapemirim,ES,Ativa
17680,FACULDADE EVANGÉLICA DE SENADOR CANEDO,FESCAN,Faculdade,Senador Canedo,GO,Ativa
18046,FACULDADE ILAPEO,ILAPEO,Faculdade,Curitiba,PR,Ativa
1935,FACULDADE SÃO PAULO DE SANTOS,FSPS,Faculdade,Santos,SP,Extinta
3541,FACULDADE DE TAPEJARA,FAT,Faculdade,Tapejara,RS,Ativa
5,UNIVERSIDADE FEDERAL DO PIAUÍ,UFPI,Universidade,Teresina,PI,Ativa
15522,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO AMAPÁ",IFAP,"Instituto Federal de Educação, Ciência e Tecnologia",Macapá,AP,Ativa
21812,Faculdade Regional de Leopoldina,,Faculdade,Leopoldina,MG,Ativa
17657,Faculdade Professor Daltro,,Faculdade,Rio de Janeiro,RJ,Ativa
47,UNIVERSIDADE ESTADUAL DE GOIÁS,UEG,Universidade,Anápolis,GO,Ativa
1831,FACULDADE DE IBITINGA,FAIB,Faculdade,Ibitinga,SP,Extinta
4544,FACULDADE LÍDER,null,Faculdade,São Lourenço da Mata,PE,Extinta
4045,Centro Universitário UniCuritiba,UniCuritiba,Centro Universitário,Curitiba,PR,Ativa
1118,FACULDADE DE MIRASSOL,null,Faculdade,Mirassol,SP,Ativa
14227,Faculdade Presidente Antônio Carlos de Recreio,FUNEES,Faculdade,Recreio,MG,Extinta
2142,FACULDADE MULTIEDUCATIVA,MULTIEDUCATIVA,Faculdade,Brasília,DF,Extinta
543,FACULDADE DE CIÊNCIAS DA FUNDAÇÃO INSTITUTO TECNOLÓGICO DE OSASCO,FAC-FITO,Faculdade,Osasco,SP,Ativa
21366,FACULDADE FAEL DE CURITIBA,FAEL CURITIBA,Faculdade,Curitiba,PR,Ativa
1988,CENTRO UNIVERSITARIO AVANTIS,UNIAVAN,Centro Universitário,Balneário Camboriú,SC,Ativa
2598,FACULDADE PENSAR,FP,Faculdade,Salvador,BA,Extinta
21977,Faculdade Poliensino - FP,,Faculdade,Cuiabá,MT,Ativa
1061,FACULDADE PLANALTO DE ADMINISTRAÇÃO E CIÊNCIAS ECONÔMICAS,FACPLAN,Faculdade,Brasília,DF,Extinta
2660,FACULDADE PHÊNIX DE CIÊNCIAS HUMANAS E SOCIAIS DO BRASIL,PHENIX,Faculdade,Santo Antônio do Descoberto,GO,Extinta
13724,PANAMERICANA FACULDADE DE ARTE E DESIGN,null,Faculdade,São Paulo,SP,Extinta
21210,Faculdade Estratego,ESTRATEGO,Faculdade,Belém,PA,Ativa
12533,FACULDADE DOM BOSCO DE CAPITÃO LEÔNIDAS MARQUES,null,Faculdade,Capitão Leônidas Marques,PR,Ativa
20406,Faculdade Jaguar Indaiá,FJI,Faculdade,Indaiatuba,SP,Ativa
4108,INSTITUTO CATÓLICO DE ESTUDOS SUPERIORES DO PIAUÍ,ICESPI,Faculdade,Teresina,PI,Ativa
2915,FACULDADE CIDADE DE PATOS DE MINAS,FPM,Faculdade,Patos de Minas,MG,Ativa
22685,"Centro de Medicina Especializada, Pesquisa e Ensino",CEMEPE,Instituição Especialmente Credenciada para oferta de cursos lato sensu,Belo Horizonte,MG,Ativa
23798,Faculdade de Ciências e Educação em Saúde,FACCESA,Faculdade,Recife,PE,Ativa
18659,FACULDADE ANHANGUERA DO CEARÁ,null,Faculdade,Fortaleza,CE,Ativa
966,FACULDADE DE TURISMO - SANTOS DUMONT,FACTURSD,Faculdade,Santos Dumont,MG,Extinta
18048,Faculdade Vértix Trirriense,FVT,Faculdade,Três Rios,RJ,Ativa
17666,FACULDADE ANHANGUERA UNIDADE PARAGOMINAS,null,Faculdade,Paragominas,PA,Ativa
3268,FACULDADE MADRE THAIS,FMT,Faculdade,Ilhéus,BA,Ativa
1084,CENTRO UNIVERSITÁRIO CNEC DE BENTO GONÇALVES,null,Centro Universitário,Bento Gonçalves,RS,Ativa
4681,FACULDADE CENTRO PAULISTANO,null,Faculdade,São Paulo,SP,Ativa
23342,Faculdade Avantis de Florianópolis,AVANTIS,Faculdade,Florianópolis,SC,Ativa
4399,FACULDADE DE BALSAS,UNIBALSAS,Faculdade,Balsas,MA,Ativa
4785,INSTITUTO FEDERAL DE EDUCAÇÃO CIÊNCIA E TECNOLOGIA DE RONDÔNIA,IFRO,"Instituto Federal de Educação, Ciência e Tecnologia",Porto Velho,RO,Ativa
797,Faculdade AVEC de Vilhena,AVEC,Faculdade,Vilhena,RO,Ativa
640,Faculdade Maria Thereza,FAMATH,Faculdade,Niterói,RJ,Ativa
21674,Faculdade Promove de Alfenas,,Faculdade,Alfenas,MG,Ativa
708,INSTITUTO DE CIÊNCIAS SOCIAIS APLICADAS,UNEB,Faculdade,Brasília,DF,Extinta
68,FACULDADE DE FILOSOFIA CIÊNCIAS E LETRAS DE PENÁPOLIS,FAFIPE,Faculdade,Penápolis,SP,Ativa
15447,Centro Universitário Presidente Antônio Carlos de Barbacena,UNIPAC,Centro Universitário,Barbacena,MG,Extinta
1196,UNIVERSIDADE CESUMAR,UNICESUMAR,Universidade,Maringá,PR,Ativa
3975,FACULDADE SÃO FRANCISCO DE PIUMHI,FASPI,Faculdade,Piumhi,MG,Extinta
417,UNIVERSIDADE CIDADE DE SÃO PAULO,UNICID,Universidade,São Paulo,SP,Ativa
14879,FACULDADE DOURADO,FD,Faculdade,São Paulo,SP,Ativa
23409,FACULDADE CENTRO SÃO PAULO,FACESP,Faculdade,São Paulo,SP,Ativa
5000,"Faculdade Ágora - Administração, Educação e Cultura",FAAEC,Faculdade,Curitiba,PR,Ativa
404,FACULDADES INTEGRADAS DA UPIS,UPIS,Faculdade,Brasília,DF,Ativa
17115,FACULDADE TRÊS MARIAS,FTM,Faculdade,João Pessoa,PB,Ativa
19172,Faculdades Integradas Aparício Carvalho Vilhena,FIMCAVILHENA,Faculdade,Vilhena,RO,Ativa
3376,FACULDADE DE TEOLOGIA INTEGRADA,FATIN,Faculdade,Igarassu,PE,Ativa
25450,Faculdades Integradas do Sul de Minas - FISMINAS,,Faculdade,Belo Horizonte,MG,Ativa
5112,FACULDADE UNIÃO ARARUAMA DE ENSINO S/S LTDA.,FAC-UNILAGOS,Faculdade,Araruama,RJ,Extinta
200,FACULDADE CÁSPER LÍBERO,FCL,Faculdade,São Paulo,SP,Ativa
23707,FACULDADE DE TECNOLOGIA E EDUCAÇÃO SUPERIOR E PROFISSIONALIZ,FATESP,Faculdade,Formosa,GO,Ativa
2072,FACULDADE DE DESENVOLVIMENTO SUSTENTÁVEL DE CRUZEIRO DO SUL,IEVAL,Faculdade,Cruzeiro do Sul,AC,Ativa
1275,FACULDADE DO GUARUJÁ,FAGU,Faculdade,Guarujá,SP,Ativa
12522,FACULDADE MOGIANA DO ESTADO DE SÃO PAULO,FMG,Faculdade,Mogi Guaçu,SP,Ativa
775,FACULDADE ALVORADA DE EDUCAÇÃO FÍSICA E DESPORTO,FAEFD,Faculdade,Brasília,DF,Extinta
1946,FACULDADE LEGALE,LEGALE,Faculdade,São Paulo,SP,Ativa
1363,FACULDADE VISCONDE DE CAIRÚ,FAVIC,Faculdade,Salvador,BA,Ativa
717,FUNDAÇÃO UNIVERSIDADE FEDERAL DE CIÊNCIAS DA SAÚDE DE PORTO ALEGRE,UFCSPA,Universidade,Porto Alegre,RS,Ativa
22712,FACULDADE PITÁGORAS UNOPAR DE MURIAÉ,,Faculdade,Muriaé,MG,Ativa
1651,FACULDADE DE EDUCAÇÃO,ISECUB,Faculdade,Vitória,ES,Extinta
1824,FACULDADE DE CIÊNCIAS CONTÁBEIS DE ITABIRITO,FACCI,Faculdade,Itabirito,MG,Extinta
861,CENTRO DE ENSINO SUPERIOR DO AMAPÁ,CEAP,Faculdade,Macapá,AP,Ativa
23147,Faculdade do Comércio de São Paulo,FAC-SP,Faculdade,São Paulo,SP,Ativa
2438,INSTITUTO TEOLÓGICO PASTORAL DO CEARÁ,ITEP,Faculdade,Fortaleza,CE,Extinta
532,UNIVERSIDADE REGIONAL DO NOROESTE DO ESTADO DO RIO GRANDE DO SUL,UNIJUI,Universidade,Ijuí,RS,Ativa
24356,Faculdade Virtual do Brasil,FVB,Faculdade,São Paulo,SP,Ativa
5518,FACULDADE GUARAPUAVA,FG,Faculdade,Guarapuava,PR,Ativa
15716,Centro Educacional em Aeronáutica,CEA,Faculdade,Belo Horizonte,MG,Extinta
22747,FACULDADE PROF. LUÍZ MÁRIO D'AVILA,FADAVILA,Faculdade,Barretos,SP,Ativa
21669,Faculdade Kennedy de Ipatinga,FKIPATINGA,Faculdade,Ipatinga,MG,Ativa
1842,FACULDADES INTEGRADAS MACHADO DE ASSIS,FEMA,Faculdade,Santa Rosa,RS,Ativa
672,CENTRO UNIVERSITÁRIO FACENS,UniFACENS,Centro Universitário,Sorocaba,SP,Ativa
24548,ITPAC ITACOATIARA,ITPAC ITA,Faculdade,Itacoatiara,AM,Ativa
21589,Faculdade Maurício de Nassau de Caxias do Sul,FMN Caxias Sul,Faculdade,Caxias do Sul,RS,Extinta
4104,ESCOLA SUPERIOR DE ENGENHARIA E GESTÃO DE SÃO PAULO - ESEG,ESEG,Faculdade,São Paulo,SP,Ativa
19842,CENTRO DE ENSINO SUPERIOR DE BACABEIRA,CESBA,Faculdade,Bacabeira,MA,Ativa
24991,FACULDADE DE EDUCAÇÃO VALE DO PAJEÚ,FVP,Faculdade,Bezerros,PE,Ativa
4633,Faculdade IDEAU de Passo Fundo,IDEAU,Faculdade,Passo Fundo,RS,Ativa
10685,Faculdade Multivix São Mateus,MULTIVIX SÃO MATEUS,Faculdade,São Mateus,ES,Ativa
14738,"FACULDADE FELUMA - SAÚDE, TECNOLOGIA E CIÊNCIA",Feluma,Faculdade,Lagoa Santa,MG,Ativa
25716,IPD INSTITUTO DE PROFISSIONALIZAÇÃO DIGITAL,IPD,Faculdade,São Paulo,SP,Ativa
12611,FACULDADE DE MÚSICA SOUZA LIMA,FMSL,Faculdade,São Paulo,SP,Ativa
144,FACULDADE DE CIÊNCIAS HUMANAS DE OLINDA,FACHO,Faculdade,Olinda,PE,Ativa
1256,FACULDADE DOM BOSCO,DOM BOSCO,Faculdade,Cascavel,PR,Ativa
362,FACULDADE PAULISTA DE SERVIÇO SOCIAL,FAPSS-SP.,Faculdade,São Paulo,SP,Ativa
15775,Faculdade de Tecnologia Professor Fernando Amaral de Almeida Prado,,Faculdade,Araçatuba,SP,Extinta
367,UNIVERSIDADE ESTADUAL DE MONTES CLAROS,UNIMONTES,Universidade,Montes Claros,MG,Ativa
2565,ABEU - CENTRO UNIVERSITÁRIO,UNIABEU,Centro Universitário,Belford Roxo,RJ,Ativa
1317,Centro Universitário Sudoeste Paulista,UniFSP,Centro Universitário,Avaré,SP,Ativa
21574,FACULDADE EGAS MONIZ,FEM,Faculdade,Recife,PE,Ativa
4567,FACULDADE CENTRO MATO-GROSSENSE,null,Faculdade,Sorriso,MT,Ativa
3304,CENTRO UNIVERSITÁRIO DE PATOS,UNIFIP,Centro Universitário,Patos,PB,Ativa
22190,Faculdade de Ciências Jurídicas de Sao João da Boa Vista,,Faculdade,São João da Boa Vista,SP,Extinta
1509,Centro Universitário Estácio de Belo Horizonte - Estácio BH,ESTÁCIO BH,Centro Universitário,Belo Horizonte,MG,Ativa
4995,Faculdade Educamais,EDUCA+,Faculdade,São Paulo,SP,Ativa
17118,Faculdade do Norte de Mato Grosso,AJES,Faculdade,Guarantã do Norte,MT,Ativa
3226,FACULDADE DE MEDICINA,ITPAC,Faculdade,Araguaína,TO,Ativa
934,FACULDADE SÃO CARLOS,null,Faculdade,São Bernardo do Campo,SP,Extinta
159,FACULDADE NOVA ROMA CARUARU,FNR CARUARU,Faculdade,Caruaru,PE,Ativa
2191,FACULDADE ANHANGUERA DE PELOTAS,,Faculdade,Pelotas,RS,Ativa
2564,UNIVERSIDADE FEDERAL DE CAMPINA GRANDE,UFCG,Universidade,Campina Grande,PB,Ativa
14149,Faculdade Presidente Antônio Carlos de Bocaiúva,null,Faculdade,Bocaiúva,MG,Extinta
4294,FACULDADE SENAC JARAGUÁ DO SUL,null,Faculdade,Jaraguá do Sul,SC,Ativa
1554,CENTRO UNIVERSITÁRIO DO VALE DO RIBEIRA,UNIVR,Centro Universitário,Registro,SP,Ativa
17116,Faculdade de Ciências de Goiana,FCG,Faculdade,Goiana,PE,Ativa
2754,Faculdade Estácio São Paulo de Rondônia,Estácio FSP,Faculdade,Rolim de Moura,RO,Ativa
2861,FACULDADE DE ITAPETININGA,FI,Faculdade,Itapetininga,SP,Extinta
1454,FACULDADE SALESIANA DO NORDESTE,FASNE,Faculdade,Recife,PE,Ativa
2023,Centro Universitário FG,UNIFG,Centro Universitário,Guanambi,BA,Ativa
594,CENTRO FEDERAL DE EDUCAÇÃO TECNOLÓGICA DE MINAS GERAIS,CEFET/MG,Centro Federal de Educação Tecnológica,Belo Horizonte,MG,Ativa
23242,Escola Superior São Judas de São Bernardo do Campo,,Faculdade,São Bernardo do Campo,SP,Ativa
25640,Faculdade de Ciências Educacionais e Tecnologias Integradas,FACETI,Faculdade,Vitória,ES,Ativa
12928,FACULDADE CGESP GOIANIA,FAC CGESP,Faculdade,Goiânia,GO,Ativa
19229,FACULDADE PRESBITERIANA MACKENZIE BRASILIA,FPMB,Faculdade,Brasília,DF,Ativa
3981,FACULDADE DE CURITIBA,null,Faculdade,Curitiba,PR,Extinta
26,ESCOLA NACIONAL DE CIÊNCIAS ESTATÍSTICAS,ENCE,Faculdade,Rio de Janeiro,RJ,Ativa
18025,FACULDADE DE EDUCAÇÃO SUPERIOR DE CHAPECÓ,FACESC,Faculdade,Chapecó,SC,Ativa
5370,Centro Universitário Doctum de Teófilo Otoni,UNIDOCTUM,Centro Universitário,Teófilo Otoni,MG,Ativa
18653,Faculdade Uninassau Garanhuns,Nassau Garanhuns,Faculdade,Garanhuns,PE,Ativa
1516,FACULDADE DE VINHEDO,FV,Faculdade,Vinhedo,SP,Extinta
14914,FACULDADE TEOLÓGICA EVANGÉLICA DO RIO DE JANEIRO,FATERJ,Faculdade,Rio de Janeiro,RJ,Extinta
1552,Centro Universitário Maurício de Uninassau de Parnaíba,Uninassau Parnaíba,Centro Universitário,Parnaíba,PI,Ativa
13749,FACULDADE EDUCACIONAL ARAUCÁRIA,Facear,Faculdade,Curitiba,PR,Ativa
3415,FACULDADE DE TECNOLOGIA DE CAXIAS DO SUL,FTC,Faculdade,Caxias do Sul,RS,Extinta
2266,FACULDADE UNIÃO DE GOYAZES FORMOSA,FUG,Faculdade,Formosa,GO,Ativa
2805,FACULDADE MODELO,FACIMOD,Faculdade,Curitiba,PR,Ativa
2836,FACULDADE SUL DA AMÉRICA,SULDAMÉRICA,Faculdade,Aparecida de Goiânia,GO,Ativa
3948,FACULDADE SENAC BLUMENAU,SENAC,Faculdade,Blumenau,SC,Ativa
21505,FACULDADE PRISMA DE APUCARANA,FPA,Faculdade,Apucarana,PR,Ativa
519,UNIVERSIDADE CATÓLICA DO SALVADOR,UCSAL,Universidade,Salvador,BA,Ativa
3299,FACULDADE DE TECNOLOGIA INFORMÁTICA,FATI,Faculdade,Fortaleza,CE,Ativa
2189,FACULDADE DO MARANHÃO,FACAM-MA,Faculdade,São Luís,MA,Ativa
1450,CENTRO UNIVERSITÁRIO DO CERRADO-PATROCÍNIO,UNICERP,Centro Universitário,Patrocínio,MG,Ativa
14860,FACULDADE TECNOLÓGICA DENTAL CEEO,ESD-CEEO,Faculdade,Igrejinha,RS,Ativa
3920,FACULDADE DE TECNOLOGIA SENAI ROBERTO MANGE,FATEC SENAI RM,Faculdade,Anápolis,GO,Ativa
1815,FACULDADE DO INSTITUTO BRASIL,FIBRA,Faculdade,Anápolis,GO,Ativa
2636,FACULDADE DINÂMICA DO VALE DO PIRANGA,FADIP,Faculdade,Ponte Nova,MG,Ativa
14975,FACULDADE DO NORDESTE DA BAHIA,FANEB,Faculdade,Coronel João Sá,BA,Ativa
21415,FACULDADE UNA DE NOVA SERRANA,UNA,Faculdade,Nova Serrana,MG,Extinta
18978,Faculdade Rebouças de Campina Grande,FRCG,Faculdade,Campina Grande,PB,Ativa
1841,CENTRO UNIVERSITÁRIO ANTÔNIO EUFRÁSIO DE TOLEDO DE PRESIDENTE PRUDENTE - TOLEDO PRUDENTE,TOLEDO PRUDENTE,Centro Universitário,Presidente Prudente,SP,Ativa
14326,FACULDADE DE TECNOLOGIA INSAEOS,INSAEOS,Faculdade,Cascavel,PR,Extinta
1637,FACULDADE DELMIRO GOUVEIA,FDG,Faculdade,Maceió,AL,Ativa
5048,FACULDADE DE TEOLOGIA DE SÃO PAULO DA IGREJA PRESBITERIANA INDEPENDENTE DO BRASIL,null,Faculdade,São Paulo,SP,Ativa
17777,FACULDADE SENAC CONCÓRDIA,null,Faculdade,Concórdia,SC,Ativa
14246,Faculdade Presidente Antônio Carlos de Uberaba,,Faculdade,Uberaba,MG,Ativa
1926,FACULDADE DE ADMINISTRAÇÃO DE CATAGUASES,UNIPACAT,Faculdade,Cataguases,MG,Ativa
13743,Faculdade Anhanguera de Governador Valadares,null,Faculdade,Governador Valadares,MG,Ativa
2222,Centro Universitário do Rio São Francisco Unirios,UNIRIOS,Centro Universitário,Paulo Afonso,BA,Ativa
1618,CENTRO UNIVERSITÁRIO SOCIESC DE BLUMENAU,null,Centro Universitário,Blumenau,SC,Ativa
24074,"Faculdade de Gestão, Educação e de Saúde",FGS,Faculdade,Cuiabá,MT,Ativa
2264,FACULDADE DE COMUNICAÇÃO ANHANGUERA UNIDADE GUARAPARI,null,Faculdade,Guarapari,ES,Ativa
14229,Faculdade Presidente Antônio Carlos de São Vicente de Minas,FUNEES,Faculdade,São Vicente de Minas,MG,Extinta
2941,INSTITUTO SUPERIOR DE TEOLOGIA E PASTORAL DE BONFIM,ISTEPAB,Faculdade,Senhor do Bonfim,BA,Extinta
13648,FACULDADE DE SÃO MARCOS,FACSM,Faculdade,São Marcos,RS,Ativa
24922,FACULDADE SÃO VICENTE DE IRATI,FASVI,Faculdade,Irati,PR,Ativa
5447,FACULDADE PARA O DESENVOLVIMENTO DO SUDESTE TOCANTINENSE,FADES,Faculdade,Dianópolis,TO,Extinta
2903,FACULDADE CONCÓRDIA,FACC,Faculdade,Concórdia,SC,Ativa
4149,FACULDADE DE TECNOLOGIA SENAI ITAJAÍ,FATEC SENAI ITAJAÍ,Faculdade,Itajaí,SC,Extinta
12922,FACULDADE DE TECNOLOGIA E CIÊNCIAS DA BAHIA,FATEC/BA,Faculdade,Alagoinhas,BA,Ativa
124,UNIVERSIDADE DE ARARAQUARA,UNIARA,Universidade,Araraquara,SP,Ativa
1276,INSTITUTO TAUBATÉ DE ENSINO SUPERIOR,I.T.E.S.,Faculdade,Taubaté,SP,Ativa
1221,Escola Superior de Agronomia de Paraguaçu Paulista,ESAPP,Faculdade,Paraguaçu Paulista,SP,Ativa
4450,CENTRO UNIVERSITÁRIO METROPOLITANO DA AMAZÔNIA,UNIFAMAZ,Centro Universitário,Belém,PA,Ativa
3641,CENTRO UNIVERSITÁRIO DA FUNDAÇÃO EDUCACIONAL DE BARRETOS,UNIFEB,Centro Universitário,Barretos,SP,Ativa
25655,SIRIUS ESCOLA SUPERIOR DE TECNOLOGIA,SIRIUS,Faculdade,Belo Horizonte,MG,Ativa
1395,FACULDADE DE CALDAS NOVAS,UNICALDAS,Faculdade,Caldas Novas,GO,Ativa
1823,INSTITUTO DE ENSINO SUPERIOR DO AMAPÁ,IESAP,Faculdade,Macapá,AP,Ativa
1436,ESCOLA SUPERIOR BATISTA DO AMAZONAS,ESBAM,Faculdade,Manaus,AM,Ativa
3514,FACULDADE DE CIÊNCIAS GERENCIAIS ALVES FORTES,FACE - ALFOR,Faculdade,Além Paraíba,MG,Ativa
15520,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE MATO GROSSO DO SUL",IFMS,"Instituto Federal de Educação, Ciência e Tecnologia",Campo Grande,MS,Ativa
22628,CLARETIANO - FACULDADE DE BOA VISTA,CLARETIANOBV,Faculdade,Boa Vista,RR,Ativa
16628,Faculdade ANASPS,FANASPS,Faculdade,Brasília,DF,Ativa
20685,FACULDADE HOSPITAL SÃO PAULO DE MURIAÉ,FAMEHSP,Faculdade,Muriaé,MG,Ativa
21514,FACULDADE DO SERTÃO DO SÃO FRANCISCO,FASF,Faculdade,Cabrobó,PE,Ativa
21414,Centro de Estudos de Pessoal e Forte Duque de Caxias,CEP,Instituição Especialmente Credenciada para oferta de cursos lato sensu,Rio de Janeiro,RJ,Ativa
15980,FG Faculdade Global,FG,Faculdade,Porto Alegre,RS,Ativa
1657,CENTRO UNIVERSITÁRIO UNISEP,CEUUN,Centro Universitário,Dois Vizinhos,PR,Ativa
1302,FACULDADE BATISTA BRASILEIRA,FBB,Faculdade,Salvador,BA,Ativa
171,FACULDADE DE DIREITO DO SUL DE MINAS,FDSM,Faculdade,Pouso Alegre,MG,Ativa
18067,CISNE - Faculdade Tecnológica de Quixadá,CFTQ,Faculdade,Quixadá,CE,Ativa
702,FACULDADE  DE CIÊNCIAS E TECNOLOGIA PROFESSOR DIRSON MACIEL DE BARROS,FADIMAB,Faculdade,Goiana,PE,Ativa
23146,Faculdade Dominius,FAD,Faculdade,Guanambi,BA,Ativa
1717,Faculdade de Imperatriz Wyden,Facimp Wyden,Faculdade,Imperatriz,MA,Ativa
18678,FACULDADE ESTÁCIO CACHOEIRO DE ITAPEMIRIM,Estácio FECI,Faculdade,Cachoeiro de Itapemirim,ES,Extinta
22603,FACULDADE ANCLIVEPA DE GESTÃO E HUMANOLOGIA,FAGH,Faculdade,São Paulo,SP,Ativa
26139,VOAS - INSTITUTO DE APRENDIZAGEM SUPERIOR,VOAS,Faculdade,Salvador,BA,Ativa
1801,FACULDADE DOM BOSCO DE UBIRATÃ,DOM BOSCO UBIRATÃ,Faculdade,Ubiratã,PR,Ativa
4938,FACULDADE CLARETIANA DE TEOLOGIA,,Faculdade,Curitiba,PR,Ativa
571,UNIVERSIDADE FEDERAL DO PARANÁ,UFPR,Universidade,Curitiba,PR,Ativa
21408,FACULDADE INTEGRADA DE PALMEIRAS DE GOIÁS,FAI,Faculdade,Palmeiras de Goiás,GO,Ativa
468,"FACULDADE DE FILOSOFIA, CIÊNCIAS E LETRAS DE ITAPETININGA",FFCLI,Faculdade,Itapetininga,SP,Extinta
899,FACULDADES INTEGRADAS DE RIO VERDE,FIRVE,Faculdade,Rio Verde de Mato Grosso,MS,Extinta
23400,FACULDADE FASIPE DE SORRISO,FFS,Faculdade,Sorriso,MT,Ativa
1466,INSTITUTO DE ENSINO SUPERIOR DE ALPHAVILLE,IESA,Faculdade,Santana de Parnaíba,SP,Extinta
16864,Faculdade Cultura Inglesa,FCI,Faculdade,São Paulo,SP,Ativa
23244,Instituto Universitário UNA de Conselheiro Lafaiete,,Faculdade,Conselheiro Lafaiete,MG,Ativa
2145,FACULDADE PROMOVE DE TECNOLOGIA,FPTEC,Faculdade,Belo Horizonte,MG,Ativa
