CODIGO_DA_IES,NOME_DA_IES,SIGLA,ORGANIZACAO_ACADEMICA,MUNICIPIO,UF,SITUACAO_IES
14005,INSTITUTO SUPERIOR DE CIÊNCIAS HUMANAS E SOCIAIS APLICADAS DE ABAETÉ,ISAB,Faculdade,null,null,Extinta
9739,Faculdade de Tecnologia de Campinas,null,Faculdade,null,null,Extinta
1681,FACULDADE DE CIÊNCIAS SOCIAIS APLICADAS IBMEC,FACULDADES IBMEC,Faculdade,null,null,Extinta
687,FACULDADE ESTADUAL DE FILOSOFIA CIÊNCIAS LETRAS UNIÃO DA VITÓRIA,FAFIUV,Faculdade,null,null,Extinta
14163,Faculdade de Educação e Estudos Sociais de Governador Valadares,FUNEES G. Valadares,Faculdade,null,null,Extinta
891,FACULDADE  PITÁGORAS,,Faculdade,null,null,Extinta
2828,FACULDADE ITABIRANA DE SAÚDE,FISA,Faculdade,null,null,Extinta
800,FACULDADE DE EDUCAÇÃO FÍSICA MONTENEGRO,FAEFM,Faculdade,null,null,Extinta
22227,Faculdade de Ciências Jurídicas de Alagoinhas,,Faculdade,null,null,Extinta
2245,FACULDADE DO ESPÍRITO SANTO,FACES,Faculdade,null,null,Extinta
26909,Escola Saúde Pública - ESPMT,ESPMT,Escola de Governo,null,null,Ativa
2030,INSTITUTO SUPERIOR DE EDUCAÇÃO CAMPO LIMPO PAULISTA,ISECAMP,Faculdade,null,null,Extinta
2988,INSTITUTO SUPERIOR DE EDUCAÇÃO FÊNIX DE BAURU,FÊNIX,Instituto Superior ou Escola Superior,null,null,Extinta
1901,FACULDADE CATÓLICA DE UBERLÂNDIA,FCU,Faculdade,null,null,Extinta
3687,FACULDADES INTEGRADAS DE JACAREÍ,FIJ,Faculdades Integradas,null,null,Extinta
4359,ESCOLA AGROTÉCNICA FEDERAL DE SATUBA,EAFSATUBA,Faculdade,null,null,Extinta
2277,INSTITUTO SUPERIOR DE EDUCAÇÃO CENECISTA DE UNAÍ,ISEC,Faculdade,null,null,Extinta
723,FACULDADE DE ADMINISTRAÇÃO DE ASSIS,FAA,Faculdade,null,null,Extinta
1226,INSTITUTO DE ENSINO SUPERIOR DO ACRE,IESACRE,Faculdade,null,null,Extinta
5317,FACULDADE PORTO-ALEGRENSE,FAPA,Faculdade,null,null,Extinta
6407,Faculdade de Tecnologia de Botucatu,null,Centro Universitário,null,null,Extinta
19407,FACULDADES INTEGRADAS CESUMAR DE GUARAPUAVA,CESUMAR,Faculdade,null,null,Extinta
4819,FACULDADE DE TECNOLOGIA SENAI MARIANO FERRAZ,null,Faculdade,null,null,Extinta
2730,FACULDADE UNIDA DA PARAÍBA,UNPB,Faculdade,null,null,Extinta
5235,Universidade Estadual de Feira de Santana,null,Universidade,null,null,Extinta
976,FACULDADES INTEGRADAS DE PONTA PORÃ,FIP,Faculdade,null,null,Extinta
1630,FACULDADE ITABIRANA DE DESENVOLVIMENTO DAS CIÊNCIAS E TECNOLOGIAS,FATEC,Faculdade,null,null,Extinta
5683,FACULDADE DE TECNOLOGIA DA ZONA LESTE,null,Faculdade de Tecnologia,null,null,Extinta
9578,Faculdade de Tecnologia de Cotia,null,Faculdade,null,null,Extinta
462,FACULDADE DE ENGENHARIA DA FUNDAÇÃO ARMANDO ALVARES PENTEADO,FEFAAP,Faculdade,null,null,Extinta
2181,INSTITUTO SUPERIOR DE EDUCAÇÃO CENECISTA DE CAPIVARI,ISECC,Faculdade,null,null,Extinta
22229,Faculdade de Ciências Jurídicas de Itapeva,,Faculdade,null,null,Extinta
181,FACULDADE DE ODONTOLOGIA DE CARUARU,FOC,Faculdade,null,null,Extinta
25458,FACULDADE IEPG,IEPG,Faculdade,null,null,Ativa
7977,Faculdade de Tecnologia de Itaquera,null,Faculdade de Tecnologia,null,null,Extinta
3176,INSTITUTO SUPERIOR DE EDUCAÇÃO EQUIPE,ISEE,Faculdade,null,null,Extinta
22228,Faculdade de Ciências Jurídicas de Catanduva,,Faculdade,null,null,Extinta
3117,FACULDADE DE SAÚDE E DESENVOLVIMENTO HUMANO SANTO AGOSTINHO,FS,Faculdade,null,null,Extinta
19208,FACULDADE CAPIXABA DE CARIACICA,MULTIVIX CARIAC,Faculdade,null,null,Extinta
14191,Faculdade Presidente Antônio Carlos de Teófilo Otoni,FUCJ T. Otoni,Faculdade,null,null,Extinta
26467,Hospital Central do Exército,HCE,Instituição Especialmente Credenciada para oferta de cursos lato sensu,null,null,Ativa
5665,FACULDADE CAPIXABA DE NOVA VENÉCIA,null,Faculdade,null,null,Extinta
1706,FACULDADE DE INFORMÁTICA DO RECIFE,FACIR,Faculdade,null,null,Extinta
3784,INSTITUTO DE ENSINO SUPERIOR DO RIO GRANDE DO NORTE,IESRN,Faculdade,null,null,Extinta
3479,INSTITUTO SUPERIOR DE EDUCAÇÃO NOSSA SENHORA DE SION,ISE- SION,Faculdade,null,null,Extinta
22152,Faculdade de Ciências Jurídicas de Santo Antônio de Jesus,,Faculdade,null,null,Extinta
1795,FACULDADES INTEGRADAS DO VALE DO IGUAÇU,null,Faculdade,null,null,Extinta
25123,Faculdade Vale do Iguaçu Canoinhas,,Faculdade,null,null,Ativa
18093,Faculdade Brasil Inteligente,,Faculdade,null,null,Extinta
4703,CENTRO UNIVERSITÁRIO DE FRANCA,null,Centro Universitário,null,null,Extinta
6082,CENTRO UNIVERSITÁRIO MUNICIPAL DE SÃO JOSÉ,null,Centro Universitário,null,null,Extinta
215,UNIVERSIDADE DO GRANDE ABC,UNIABC,Universidade,null,null,Extinta
2362,FACULDADE DE CIÊNCIAS MÉDICAS DE CAMPINA GRANDE,FCM,Faculdade,null,null,Extinta
1089,CENTRO DE EDUCAÇÃO SUPERIOR - ÚNICA,UNICA,Faculdade,null,null,Extinta
3471,FACULDADE DE MODA DE PASSOS,FAMOPA,Faculdade,null,null,Extinta
2476,FACULDADE FÊNIX DE BAURU,FÊNIX,Faculdade,null,null,Extinta
21614,Faculdade Politécnica de Londrina,POLITÉCNICA,Faculdade,null,null,Extinta
10478,Faculdade de Tecnologia de Santana de Parnaíba,null,Faculdade de Tecnologia,null,null,Extinta
5032,UNIVERSIDADE ALTO VALE DO RIO DO PEIXE,null,Universidade,null,null,Extinta
14134,Faculdade Presidente Antônio Carlos de Abre Campo,FUNEES Abre Campo,Faculdade,null,null,Extinta
3477,FACULDADE DE FILOSOFIA CIÊNCIAS E LETRAS NOSSA SENHORA DE SION,FAFI/SION,Faculdade,null,null,Extinta
1798,FACULDADE EDUCACIONAL DE CORNÉLIO PROCÓPIO,FACED,Faculdade,null,null,Extinta
421,FACULDADE ESTADUAL DE CIÊNCIAS E LETRAS DE CAMPO MOURÃO,FECILCAM,Faculdade,null,null,Extinta
1505,FACULDADE DE MEDICINA VETERINÁRIA E ZOOTECNIA,FAMED,Faculdade,null,null,Extinta
24647,Instituto de Assistência Médica ao Serviço Público Estadual,IAMSPE,Instituição Especialmente Credenciada para oferta de cursos lato sensu,null,null,Ativa
19737,FACULDADE RENOVAÇÃO DE GUARAPUAVA,RENOVAÇÃO,Faculdade,null,null,Extinta
1181,FACULDADE BRASÍLIA DE SÃO PAULO,FABRASP,Faculdade,null,null,Extinta
24522,Instituto Nacional de Cardiologia,INC,Instituição Especialmente Credenciada para oferta de cursos lato sensu,null,null,Ativa
22140,Faculdade de Ciências Jurídicas de Uruguaiana,,Faculdade,null,null,Extinta
2407,FACULDADES INTEGRADAS FACVEST,FACVEST,Faculdade,null,null,Extinta
22127,Faculdade de Ciências Jurídicas de Jequié,,Faculdade,null,null,Extinta
12005,FACULDADE DE TECNOLOGIA INED - UNIDADE VENDA NOVA,null,Faculdade,null,null,Extinta
758,FACULDADE BRASILEIRA DE RECURSOS HUMANOS,FBRH,Faculdade,null,null,Extinta
26489,Escola de Magistratura do Estado do Rio de Janeiro,EMERJ,Escola de Governo,null,null,Ativa
15777,FACULDADE SUDOESTE PAULISTA-ITAPETININGA,FSP,Faculdade,null,null,Extinta
13993,CENTRO UNIVERSITÁRIO DE PATOS DE MINAS,UNIPAM,Centro Universitário,null,null,Extinta
2504,FACULDADE DIVINÓPOLIS,FACED,Faculdade,null,null,Extinta
2630,INSTITUTO SUPERIOR DE EDUCAÇÃO DO VALE DO JURUENA,AJES,Faculdade,null,null,Extinta
5306,INSTITUTO SUPERIOR DE CIÊNCIAS AGRÁRIAS,null,Faculdade,null,null,Extinta
3776,INSTITUTO DE ENSINO SUPERIOR DE MATO GROSSO,IESMT,Faculdade,null,null,Extinta
1052,FACULDADE ADVENTISTA DE ADMINISTRAÇÃO DO NORDESTE,FAAD,Faculdade,null,null,Extinta
722,ESCOLA DE EDUCAÇÃO FÍSICA DE ASSIS,EEFA,Faculdade,null,null,Extinta
3078,UNIVERSIDADE ESTADUAL PAULISTA JÚLIO DE MESQUITA FILHO - DUPLICIDADE COM CÓD 56,null,Universidade,null,null,Extinta
18407,FACULDADE FRONTEIRA,FECAF,Faculdade,null,null,Extinta
725,"FACULDADE ESTADUAL DE FILOSOFIA, CIÊNCIAS E LETRAS DE PARANAGUÁ",FAFIPAR,Faculdade,null,null,Extinta
26840,ESCOLA DE GOVERNO DO MARANHÃO,EGMA,Escola de Governo,null,null,Ativa
5537,FACULDADES VALE DO CARANGOLA - FAVALE,FAVALE,Faculdade,null,null,Extinta
14189,Faculdade Presidente Antônio Carlos de Mariana,FUCIJUR Mariana,Faculdade,null,null,Extinta
2757,FACULDADE JK ADMINISTRAÇÃO DE VALPARAÍSO,FACULDADE JK,Faculdade,null,null,Extinta
930,FACULDADE DE EDUCAÇÃO DE ALTA FLORESTA,FEAFLOR,Faculdade,null,null,Extinta
22134,Faculdade de Ciências Jurídicas de Serra,,Faculdade,null,null,Extinta
5376,Faculdades Adamantinenses Integradas,null,Faculdade,null,null,Extinta
1738,Faculdade São Lucas Porto Velho,FSL,Faculdade,null,null,Extinta
11206,Escola de Educação Física do Exército,null,Faculdade,null,null,Extinta
1825,FACULDADE DE ESTUDOS SUPERIORES DE MINAS GERAIS,FEAD,Faculdade,null,null,Extinta
1925,FACULDADE DE CIÊNCIAS SOCIAIS APLICADAS SANTO AGOSTINHO,FACISA,Faculdade,null,null,Extinta
2008,INSTITUTO SUPERIOR DE EDUCAÇÃO DE SÃO GOTARDO,CESG,Faculdade,null,null,Extinta
5193,Universidade Estadual do Oeste do Paraná,null,Universidade,null,null,Extinta
15791,Faculdade de Rondônia,FARO,Faculdade,null,null,Extinta
1971,FACULDADE DE TECNOLOGIA MORUMBI SUL,FATEC-MS,Faculdade,null,null,Extinta
4099,ESCOLA AGROTÉCNICA FEDERAL DE BARBACENA,EAFB,Faculdade,null,null,Extinta
1860,FACULDADE DE CIÊNCIAS GERENCIAIS PADRE ARNALDO JANSSEN,FAJANSSEN,Faculdade,null,null,Extinta
1342,Faculdade Doctum de Pedagogia da Serra,DOCTUM,Faculdade,null,null,Extinta
2073,INSTITUTO SUPERIOR DE EDUCAÇÃO PADRÃO,ISE-PADRAO,Faculdade,null,null,Extinta
5576,Faculdade de Tecnologia de Mogi das Cruzes,null,Faculdade de Tecnologia,null,null,Extinta
19342,FACULDADE UNINABUCO MANAUS,NABUCO MANAUS,Faculdade,null,null,Extinta
17708,"FACULDADE ESTADUAL DE FILOSOFIA, CIÊNCIAS E LETRAS DE UNIÃO DA VITÓRIA",FAFI,Faculdade,null,null,Extinta
2243,FACULDADE PARAÍBANA,FAP,Faculdade,null,null,Extinta
10921,FACULDADE DE CIÊNCIAS E TECNOLOGIA DO MARANHÃO,FACEMA,Faculdade,null,null,Extinta
3596,FACULDADE AMÉRICA LATINA,null,Faculdade,null,null,Extinta
2260,FACULDADE DE TECNOLOGIA IESVILLE,FATI,Faculdade de Tecnologia,null,null,Extinta
329,ESCOLA SUPERIOR DE AGRONOMIA DE PARAGUAÇÚ PAULISTA,ESAPP,Faculdade,null,null,Extinta
18290,FACULDADE INTEGRADA DE LONDRINA,INTEGRADA,Faculdade,null,null,Extinta
180,FACULDADE DE DIREITO DE CARUARU,FADICA,Faculdade,null,null,Extinta
5693,Faculdade de Tecnologia de Itapetininga - Prof.Antônio Belizandro Barbosa Rezende,null,Faculdade de Tecnologia,null,null,Extinta
3392,FACULDADE DA ACADEMIA BRASILEIRA DE EDUCAÇÃO E CULTURA,FABEC,Faculdade,null,null,Extinta
3489,FACULDADE DE CIÊNCIAS SOCIAIS APLICADAS DE CONSELHEIRO LAFAIETE,FACESA,Faculdade,null,null,Extinta
2622,INSTITUTO SUPERIOR DE EDUCAÇÃO DA SERRA,ISES,Faculdade,null,null,Extinta
22169,Faculdade de Ciências Jurídicas de Marília,,Faculdade,null,null,Extinta
3313,CENTRO FEDERAL DE EDUCAÇÃO TECNOLÓGICA DE BAMBUÍ,CEFET-BAMBUÍ,Centro Federal de Educação Tecnológica,null,null,Extinta
2810,INSTITUTO SUPERIOR DE EDUCAÇÃO ANÍSIO TEIXEIRA,ISEAT,Faculdade,null,null,Extinta
5075,ESCOLA AGROTÉCNICA FEDERAL DE CÁCERES,null,Instituição Especialmente Credenciada para oferta de cursos lato sensu,null,null,Extinta
2348,INSTITUIÇÃO DE ENSINO SÃO FRANCISCO,IESF,Faculdade,null,null,Extinta
2844,FACULDADE SALESIANA DOM BOSCO DE PIRACICABA,FSDB,Faculdade,null,null,Extinta
5484,Universidade Regional do Cariri,null,Universidade,null,null,Extinta
5359,Universidade Estadual de Campinas,null,Universidade,null,null,Extinta
2146,FACULDADE DO ACRE,FAC,Faculdade,null,null,Extinta
1868,INSTITUTO SUPERIOR DE EDUCAÇÃO DE SANTOS DUMONT,ISESD,Faculdade,null,null,Extinta
5682,Faculdade de Tecnologia de Piracicaba,null,Faculdade de Tecnologia,null,null,Extinta
3472,INSTITUTO SUPERIOR DE EDUCAÇÃO DE PASSOS,ISEP,Faculdade,null,null,Extinta
19405,FACULDADES INTEGRADAS CESUMAR DE LONDRINA,CESUMAR,Faculdade,null,null,Extinta
1767,FACULDADE DE CIÊNCIAS SOCIAIS APLICADAS,,Faculdade,null,null,Extinta
21932,Instituto Una de Jataí,Una,Faculdade,null,null,Extinta
3476,FACULDADE DE FILOSOFIA E LETRAS DE DIAMANTINA,FAFIDIA,Faculdade,null,null,Extinta
811,FACULDADE VALE DO APORÉ,FIC,Faculdade,null,null,Extinta
26990,Escola de Saúde Pública Do Estado de Mato Grosso,ESPMT,Escola de Governo,null,null,Ativa
950,UNIÃO DE ENSINO SUPERIOR DE NOVA MUTUM,UNINOVA,Faculdade,null,null,Extinta
4135,Faculdade Uninorte,FAC Norte,Faculdade,null,null,Extinta
1262,FACULDADE ADVENTISTA DE EDUCAÇÃO DO NORDESTE,FAENE,Faculdade,null,null,Extinta
15501,Faculdade de Tecnologia SENAI Roberto Simonsen,,Faculdade,null,null,Extinta
4178,FACULDADE EVILÁSIO FORMIGA,FEF,Faculdade,null,null,Extinta
11095,Academia Militar das Agulhas Negras,null,Faculdade,null,null,Extinta
5784,Faculdade de Tecnologia Estudante Rafael Almeida Camarinha - Marilia,null,Faculdade de Tecnologia,null,null,Extinta
3185,CENTRO FEDERAL DE EDUCAÇÃO TECNOLÓGICA DE SÃO VICENTE DO SUL,CEFETSVS,Centro Federal de Educação Tecnológica,null,null,Extinta
2797,FACULDADE DO LITORAL SUL,FLS,Faculdade,null,null,Extinta
24876,Faculdade de Direito e Negócios,FDN,Faculdade,null,null,Ativa
1103,FACULDADE DE ADMINISTRAÇÃO SÃO PAULO,FAPI,Faculdade,null,null,Extinta
9862,Faculdade de Tecnologia de Bebedouro,null,Faculdade de Tecnologia,null,null,Extinta
1814,FACULDADE DE CIÊNCIAS SOCIAIS E APLICADAS DE DIAMANTINO,UNED,Faculdade,null,null,Extinta
558,FACULDADE DE ARTES DO PARANÁ,FAP,Faculdade,null,null,Extinta
18474,FACULDADE UNA DE CATALÃO,UNA,Faculdade,null,null,Extinta
21893,FACULDADE MAURÍCIO DE NASSAU DE SANTO ANDRÉ,FMN SANTO ANDRÉ,Faculdade,null,null,Extinta
13758,ESCOLA DE ADMINISTRAÇÃO DE BRASÍLIA,EAB,Faculdade,null,null,Extinta
302,FACULDADE DIVINÓPOLIS,FACED,Faculdade,null,null,Extinta
3181,UNIVERSIDADE COMUNITÁRIA DA REGIÃO DE CHAPECÓ,null,Faculdade,null,null,Extinta
9501,Faculdade de Tecnologia Sebrae,null,Faculdade de Tecnologia,null,null,Extinta
3788,FACULDADE JUIZ DE FORA,FJF,Faculdade,null,null,Extinta
3460,INSTITUTO SUPERIOR DE ENSINO E PESQUISA DE ITUIUTABA,ISEPI,Faculdade,null,null,Extinta
844,FACULDADE DE AGRONOMIA E ENGENHARIA FLORESTAL DE GARÇA,FAEF,Faculdade,null,null,Extinta
3152,INSTITUTO SUPERIOR DE EDUCAÇÃO SANTA RITA DO SAPUCAÍ,ISE,Faculdade,null,null,Extinta
3046,UNIVERSIDADE ESTADUAL DA PARAÍBA,null,Universidade,null,null,Extinta
3863,FACULDADE PROFESSOR DIRSON MACIEL DE BARROS,null,Faculdade,null,null,Extinta
26780,ESCOLA NAVAL,EN,Faculdade,null,null,Ativa
4417,FACULDADE DE ENFERMAGEM DE BELO JARDIM,FAEB,Faculdade,null,null,Extinta
2776,Faculdades Integradas Norte Capixaba - Fanorte,null,Faculdades Integradas,null,null,Extinta
464,FACULDADE DE ECONOMIA DA FUNDAÇÃO ARMANDO ALVARES PENTEADO,FEC-FAAP,Faculdade,null,null,Extinta
3038,UNIVERSIDADE DO ESTADO DE MATO GROSSO,null,Universidade,null,null,Extinta
395,FACULDADE DE CIÊNCIAS CONTÁBEIS DE LUCÉLIA,CEALPA,Faculdade,null,null,Extinta
2195,FACULDADE DO BELO JARDIM,null,Faculdade,null,null,Extinta
1066,INSTITUTO DE ENSINO E PESQUISA OBJETIVO,IEPO,Faculdade,null,null,Extinta
11384,FACULDADE ANHANGUERA DE RIBEIRÃO PRETO,null,Faculdade,null,null,Extinta
3798,UNIVERSIDADE DO EXTREMO SUL CATARINENSE,null,Universidade,null,null,Extinta
3390,CENTRO UNIVERSITÁRIO DAS FACULDADES ASSOCIADAS DE ENSINO - FAE,null,Centro Universitário,null,null,Extinta
18154,FACULDADE INTEGRADA DE GUARAPUAVA,INTEGRADA,Faculdade,null,null,Extinta
22213,FACULDADE UNAMA DE CASTANHAL,UNAMA CASTANHAL,Faculdade,null,null,Extinta
19332,FACULDADE UNINABUCO BELÉM,NABUCO BELÉM,Faculdade,null,null,Extinta
2088,INSTITUTO SUPERIOR DE EDUCAÇÃO SANTO AGOSTINHO DE TERESINA,ISA,Faculdade,null,null,Extinta
460,FACULDADE DE ARTES PLÁSTICAS DA FUNDAÇÃO ARMANDO ALVARES PENTEADO,FAAP,Faculdade,null,null,Extinta
1787,FACULDADE ANHANGUERA DE JOINVILLE,IESVILLE,Instituto Superior ou Escola Superior,null,null,Extinta
557,ESCOLA DE MÚSICA E BELAS ARTES DO PARANÁ,EMBAP,Faculdade,null,null,Extinta
14367,FACULDADE EFICAZ,FACULDADE EFICAZ,Faculdade,null,null,Extinta
4871,UNIVERSIDADE DO CONTESTADO,null,Universidade,null,null,Extinta
22235,Faculdade de Ciências Jurídicas de Pouso Alegre,,Faculdade,null,null,Extinta
3874,Faculdade Projeção de Planaltina,FAPRO,Faculdade,null,null,Extinta
12415,FACULDADE MAURÍCIO DE NASSAU DE MACEIÓ,FMN Maceió,Faculdade,null,null,Extinta
18408,FACULDADE TABOÃO,FECAF,Faculdade,null,null,Extinta
4823,FACULDADE DE TECNOLOGIA EVOLUÇÃO,FECET,Faculdade,null,null,Extinta
2791,FACULDADE DE CIÊNCIAS AGRÁRIAS E EXATAS DE PRIMAVERA DO LESTE,,Faculdade,null,null,Extinta
18406,FACULDADE CAMPOS,FECAF,Faculdade,null,null,Extinta
2577,INSTITUTO SUPERIOR DE MÚSICA DE SÃO LEOPOLDO,ISM,Faculdade,null,null,Extinta
4737,CENTRO DE ENSINO SUPERIOR DO VALE SÃO FRANCISCO,null,Faculdade,null,null,Extinta
18490,Instituto Politécnico Doctum de Guarapari,null,Faculdade,null,null,Extinta
3461,FACULDADE DE FILOSOFIA DE PASSOS,FAFIPA,Faculdade,null,null,Extinta
2157,INSTITUTO SUPERIOR DE EDUCAÇÃO SANT´ANA,ISESA,Faculdade,null,null,Extinta
5680,Fatec Cruzeiro - Prof. Waldomiro May,null,Faculdade de Tecnologia,null,null,Extinta
2010,FACULDADE ESAMC SOROCABA,ESAMC,Faculdade,null,null,Extinta
4817,FACULDADE DE TECNOLOGIA SENAI ANCHIETA,null,Faculdade,null,null,Extinta
15053,CENTRO UNIVERSITÁRIO UNIVERSO GOIÂNIA,,Centro Universitário,null,null,Ativa
22224,FACULDADE UNIVERITAS UNIVERSUS VERITAS SÃO JOSÉ DO RIO PRETO,UNIVERITAS SJP,Faculdade,null,null,Extinta
3309,FACULDADE DE TECNOLOGIA INTERNACIONAL,FATEC INTERNACIONAL,Faculdade,null,null,Extinta
22157,Faculdade de Ciências Jurídicas de Serrinha,,Faculdade,null,null,Extinta
2553,Faculdade Dom Pedro II - Luis Eduardo Magalhães,FDP II LEM,Faculdade,null,null,Extinta
22150,Faculdade de Ciências Jurídicas de Ribeirão das Neves,,Faculdade,null,null,Extinta
2736,INSTITUTO TECNOLÓGICO DE CARATINGA,ITC,Faculdade,null,null,Extinta
3462,FACULDADE DE ENFERMAGEM DE PASSOS,FAENPA,Faculdade,null,null,Extinta
4195,UNIVERSIDADE DO SUL DE SANTA CATARINA,null,Universidade,null,null,Extinta
5593,FACULDADE ADVENTISTA DE HORTOLÂNDIA - UNASP HORTOLÂNDIA,FAH/UNASP-HT,Faculdade,null,null,Extinta
3684,FUNDAÇÃO DE ENSINO SUPERIOR DE CLEVELÂNDIA,FESC,Faculdade,null,null,Extinta
463,Faculdade de Comunicação e Marketing da Fundação Armando Álvares Penteado,FACOM-FAAP,Faculdade,null,null,Extinta
2077,FACULDADE ANGLO-AMERICANO,FAA,Faculdade,null,null,Extinta
6490,Faculdade de Tecnologia de Mauá,null,Faculdade,null,null,Extinta
1158,FACULDADE RUY BARBOSA DE CIÊNCIA DA COMPUTAÇÃO,FRBCC,Faculdade,null,null,Extinta
3464,FACULDADE DE ENGENHARIA DE PASSOS,FEP,Faculdade,null,null,Extinta
2794,FACULDADE DE CIÊNCIAS SOCIAIS E HUMANAS SOBRAL PINTO,FAIESP,Faculdade,null,null,Extinta
4322,FACULDADE MUNICIPAL DE PALHOÇA,null,Faculdade,null,null,Extinta
999,FACULDADE DE DIREITO DE BAURU,FDB,Faculdade,null,null,Extinta
5715,FACULDADE DE TECNOLOGIA DE LINS,null,Faculdade de Tecnologia,null,null,Extinta
8817,Faculdade de Tecnologia de São Roque,null,Faculdade de Tecnologia,null,null,Extinta
840,FACULDADE VITORIANA DE TECNOLOGIA,FVT,Faculdade,null,null,Extinta
12763,FACULDADE SANTA CASA,FSC,Faculdade,null,null,Em atividade
1095,FACULDADE DE ADMINISTRAÇÃO E NEGÓCIOS DE MONTE ALTO,FAN,Faculdade,null,null,Extinta
1654,INSTITUTO DE ENSINO SUPERIOR DE NOVA VENÉCIA,INESV,Instituto Superior ou Escola Superior,null,null,Extinta
25817,ESCOLA NACIONAL DE FORMAÇÃO E APERFEIÇOAMENTO DE MAGISTRADOS,ENFAM,Escola de Governo,null,null,Ativa
680,FACULDADES INTEGRADAS DE PEDRO LEOPOLDO,FIPEL,Faculdade,null,null,Extinta
19050,FACULDADE INTEGRADA DE CARIACICA,MULTIVIX CARIAC,Faculdade,null,null,Extinta
18652,Faculdade UniJuazeiro,FacJuazeiro,Faculdade,null,null,Extinta
19735,FACULDADE RENOVAÇÃO DE LONDRINA,RENOVAÇÃO,Faculdade,null,null,Extinta
18362,Faculdade de Tecnologia - FATEC de Pompéia,,Faculdade,null,null,Extinta
2609,INSTITUTO SUPERIOR DE EDUCAÇÃO DE TUPI PAULISTA,ISETP,Faculdade,null,null,Extinta
25721,INSTITUTO ESTADUAL CARLOS GOMES,IECG,Faculdade,null,null,Ativa
3466,FACULDADE DE SERVIÇO SOCIAL DE PASSOS,FASESP,Faculdade,null,null,Extinta
2307,INSTITUTO SUPERIOR DE EDUCAÇÃO DE ITABIRA,ISEI,Faculdade,null,null,Extinta
1442,FACULDADE DE DIREITO DE TANGARÁ DA SERRA,,Faculdade,null,null,Extinta
1147,FACULDADE RUY BARBOSA DE PSICOLOGIA,FRBPSIC,Faculdade,null,null,Extinta
24465,ACADEMIA DE POLÍCIA MILITAR DO ESPÍRITO SANTO,APM/ES,Faculdade,null,null,Ativa
3872,FACULDADE DE TECNOLOGIA SÃO CARLOS,FATESC,Faculdade de Tecnologia,null,null,Extinta
1668,FACULDADE PITÁGORAS DE MINAS GERAIS,null,Faculdade,null,null,Extinta
5129,ESCOLA AGROTÉCNICA FEDERAL DE CERES,null,Faculdade,null,null,Extinta
2563,INSTITUTO SUPERIOR DE EDUCAÇÃO PADRE JOÃO BAGOZZI,COSJISUP,Faculdade,null,null,Extinta
13971,INSTITUTO DE ENSINO SUPERIOR INTEGRADO,IESI,Faculdade,null,null,Extinta
21367,FACULDADE MAURÍCIO DE NASSAU DE CAMPINAS,FMN CAMPINAS,Faculdade,null,null,Extinta
2912,FACULDADE MARIA MILZA - CAMPUS FACTAE,FAMAM-FACTAE,Faculdade,null,null,Extinta
5216,"FACULDADE ANHANGUERA DE EDUCAÇÃO, CIÊNCIAS E TECNOLOGIA DE SOROCABA",null,Faculdade,null,null,Extinta
27085,Hospital Militar de Área de Brasília,HMAB,Faculdade,null,null,Ativa
24554,IBET - Instituto Brasileiro de Estudos Tributários,,Instituição Especialmente Credenciada para oferta de cursos lato sensu,null,null,Ativa
26759,Hospital Militar de Área de São Paulo,HMASP,Instituição Especialmente Credenciada para oferta de cursos lato sensu,null,null,Ativa
1994,INSTITUTO DE ENSINO SUPERIOR DE DOURADOS,IESD,Instituto Superior ou Escola Superior,null,null,Extinta
22153,Faculdade de Ciências Jurídicas de Guanambi,,Faculdade,null,null,Extinta
998,FACULDADE DE SERVIÇO SOCIAL DE BAURU,FSSB,Faculdade,null,null,Extinta
960,FACULDADE DE CIÊNCIAS CONTÁBEIS DE ALTA FLORESTA,FACTERFLOR,Faculdade,null,null,Extinta
754,Centro Superior Una de Catalão,UNACAT,Faculdade,null,null,Extinta
544,FACULDADE DE CIÊNCIAS HUMANAS DE ITABIRA,FACHI,Faculdade,null,null,Extinta
5096,ESCOLA AGROTÉCNICA FEDERAL DE ARAGUATINS,null,Faculdade,null,null,Extinta
3982,FACULDADE DE TECNOLOGIA FAMEG - FAMETEC,FAMETEC,Faculdade,null,null,Extinta
5243,FACULDADE DE CIÊNCIAS JURÍDICAS DE SANTOS DUMONT,FCJSD,Faculdade,null,null,Extinta
3150,FACULDADE DE CIÊNCIAS HUMANAS E SOCIAIS APLICADAS DO CABO DE SANTO AGOSTINHO,null,Faculdade,null,null,Extinta
372,FACULDADE DE BIBLIOTECONOMIA E CIÊNCIA DA INFORMAÇÃO,FABCI,Faculdade,null,null,Extinta
7952,Faculdade de Tecnologia de Jacareí,null,Faculdade de Tecnologia,null,null,Extinta
18147,FACULDADE INTEGRADA DE PONTA GROSSA,INTEGRADA,Faculdade,null,null,Extinta
1297,FACULDADE DOURADOS,FAD,Faculdade,null,null,Extinta
11563,FACULDADE DE TECNOLOGIA DA SERRA GAÚCHA - CAXIAS DO SUL,null,Faculdade,null,null,Extinta
17707,Universidade Estadual do Norte do Paraná,UENP,Universidade,null,null,Extinta
3976,INSTITUTO SUPERIOR DE CIÊNCIAS HUMANAS E SOCIAIS APLICADAS DE ABAETÉ,ISAB,Faculdade,null,null,Extinta
16859,Qualin - Faculdade de Saúde,QLN,Faculdade,null,null,Em atividade
